DateTime,DK,DE,CH,IT,AT,CZ
2017-01-21 15:00:00,597.23,6049.92,-4309.22,-465.8,-3164.9,1292.77
2017-01-21 16:00:00,598.43,4133.84,-3654.05,-579.1,-1982.38,1483.26
2017-01-21 17:00:00,591.79,3427.2,-2916.32,-479.0,-2159.81,1536.14
2017-01-21 18:00:00,591.52,3249.33,-2755.7,-256.1,-2714.17,1885.12
2017-01-21 19:00:00,593.76,4349.24,-3429.63,68.5,-3144.37,1562.5
2017-01-21 20:00:00,591.04,4477.51,-3887.51,67.7,-3447.54,2198.8
2017-01-21 21:00:00,589.43,4333.87,-3946.73,97.5,-3386.1,2312.03
2017-01-21 22:00:00,602.04,3958.71,-3965.82,95.3,-3108.76,2418.53
2017-01-21 23:00:00,1113.14,3583.68,-4040.81,79.0,-3481.64,2746.63
2017-01-22 00:00:00,1116.21,4161.12,-4621.21,80.9,-3428.52,2691.5
2017-01-22 01:00:00,1095.17,3780.85,-4570.54,81.5,-2969.82,2582.84
2017-01-22 02:00:00,1092.0,3941.63,-4703.32,61.1,-2822.82,2431.41
2017-01-22 03:00:00,1105.74,3941.56,-4937.82,29.0,-2736.17,2597.69
2017-01-22 04:00:00,1143.61,3838.57,-4917.87,16.82,-2760.5,2679.37
2017-01-22 05:00:00,1166.35,4119.91,-4663.69,-188.3,-2918.39,2484.12
2017-01-22 06:00:00,1214.03,4483.17,-4742.23,-181.1,-3143.52,2369.65
2017-01-22 07:00:00,1393.77,4717.21,-4805.87,101.4,-3556.87,2150.36
2017-01-22 08:00:00,1433.1,5118.96,-4643.07,-79.4,-3715.25,1885.66
2017-01-22 09:00:00,1450.3,4623.62,-4156.45,36.3,-3999.42,2045.65
2017-01-22 10:00:00,1450.42,3683.19,-3568.54,13.6,-3784.61,2205.94
2017-01-22 11:00:00,1550.25,3224.41,-3601.49,109.0,-3568.19,2286.02
2017-01-22 12:00:00,1588.82,3732.63,-3875.33,150.7,-3866.19,2269.37
2017-01-22 13:00:00,1618.09,4338.92,-4454.94,108.1,-3733.58,2123.41
2017-01-22 14:00:00,1583.68,4364.14,-4137.04,-321.9,-3339.95,1851.07
2017-01-22 15:00:00,1512.61,5193.09,-4415.8,-783.6,-2961.61,1455.31
2017-01-22 16:00:00,1458.36,3573.98,-3928.97,-1128.3,-1801.55,1826.48
2017-01-22 17:00:00,1540.66,2257.85,-2473.4,-1435.7,-1486.58,1597.17
2017-01-22 18:00:00,1532.78,1730.21,-2469.12,-925.9,-1495.45,1627.48
2017-01-22 19:00:00,1530.36,2431.85,-2714.9,-875.1,-2246.62,1874.41
2017-01-22 20:00:00,1543.91,2247.85,-3050.67,-614.1,-2415.37,2288.38
2017-01-22 21:00:00,1497.0,2129.72,-3026.88,-665.8,-2398.59,2464.55
2017-01-22 22:00:00,1501.1,1637.58,-3376.97,85.0,-2260.6,2413.89
2017-01-22 23:00:00,1621.03,1916.29,-3747.52,93.7,-2334.29,2450.79
2017-01-23 00:00:00,1576.82,2144.83,-4066.31,83.0,-2201.65,2463.31
2017-01-23 01:00:00,1489.79,2703.77,-4190.13,117.9,-2558.62,2437.29
2017-01-23 02:00:00,1421.05,2956.06,-4140.61,115.4,-2546.99,2195.09
2017-01-23 03:00:00,1305.14,3497.58,-4228.82,92.4,-2799.42,2133.12
2017-01-23 04:00:00,1207.79,3834.07,-4641.45,57.7,-2677.18,2219.07
2017-01-23 05:00:00,1031.35,2738.92,-3555.13,-640.8,-769.58,1195.24
2017-01-23 06:00:00,828.08,1095.68,-1906.24,-130.1,-840.79,953.37
2017-01-23 07:00:00,747.8,1578.08,-1787.12,-456.4,-992.78,910.42
2017-01-23 08:00:00,630.66,2151.22,-1656.53,-1051.0,-980.43,906.08
2017-01-23 09:00:00,592.85,2518.95,-1434.81,-1150.7,-1321.95,795.66
2017-01-23 10:00:00,588.77,2242.99,-1347.53,-1097.7,-1277.18,890.65
2017-01-23 11:00:00,592.01,1785.41,-1559.07,-229.9,-1354.87,766.42
2017-01-23 12:00:00,592.07,2065.02,-1742.37,-281.2,-1339.28,705.76
2017-01-23 13:00:00,597.16,2764.88,-1730.54,-913.8,-1367.62,649.92
2017-01-23 14:00:00,589.52,2847.93,-1145.83,-1408.0,-1446.51,562.89
2017-01-23 15:00:00,596.7,1748.22,-802.73,-697.2,-1777.09,932.1
2017-01-23 16:00:00,600.02,980.52,-691.19,-619.3,-1418.85,1148.8
2017-01-23 17:00:00,594.58,197.2,-793.53,-308.92,-1031.09,1341.76
2017-01-23 18:00:00,593.97,93.37,-600.91,-39.5,-1272.2,1225.27
2017-01-23 19:00:00,591.03,1067.85,-1141.48,-75.5,-1687.23,1245.33
2017-01-23 20:00:00,589.28,2067.92,-2334.39,-59.9,-1868.36,1605.45
2017-01-23 21:00:00,605.17,2468.83,-2484.14,-171.2,-2573.88,2155.22
2017-01-23 22:00:00,753.51,2792.89,-2311.81,-86.5,-3697.42,2549.33
2017-01-23 23:00:00,1617.24,1615.76,-2460.39,-378.1,-2681.38,2286.87
2017-01-24 00:00:00,1745.74,2221.63,-2624.74,-197.3,-3193.93,2048.6
2017-01-24 01:00:00,1762.15,2723.95,-2913.99,-659.1,-3039.01,2126.0
2017-01-24 02:00:00,1756.87,3652.85,-2468.07,-1317.8,-3843.87,2220.02
2017-01-24 03:00:00,1712.66,3218.27,-2436.72,-1587.6,-3000.46,2093.85
2017-01-24 04:00:00,1683.39,2982.51,-2393.34,-1510.1,-2747.84,1985.38
2017-01-24 05:00:00,1520.5,2533.68,-1826.47,-1094.7,-2342.28,1209.27
2017-01-24 06:00:00,1322.07,-533.52,-1345.34,-155.0,-1027.65,1739.44
2017-01-24 07:00:00,1419.31,-828.79,-1507.17,-238.96,-611.1,1766.71
2017-01-24 08:00:00,1392.48,-559.78,-1757.53,-218.0,-546.87,1689.7
2017-01-24 09:00:00,1355.44,-116.42,-1577.22,-230.14,-765.49,1333.83
2017-01-24 10:00:00,1320.07,-897.47,-537.05,-130.7,-992.7,1237.85
2017-01-24 11:00:00,1257.05,-1450.76,125.87,-28.6,-946.32,1042.76
2017-01-24 12:00:00,1142.23,-657.09,-253.61,-78.7,-987.8,834.97
2017-01-24 13:00:00,1044.84,-258.71,-357.54,-129.1,-1134.78,835.29
2017-01-24 14:00:00,942.11,-137.9,71.78,-556.0,-1063.19,743.2
2017-01-24 15:00:00,884.91,-122.75,309.35,-661.3,-1180.59,770.38
2017-01-24 16:00:00,1010.79,-1133.18,323.37,-1114.4,-546.13,1459.55
2017-01-24 17:00:00,988.98,-1833.72,-275.17,-498.8,-141.59,1760.3
2017-01-24 18:00:00,910.17,-2004.82,-349.8,-210.5,-43.19,1698.14
2017-01-24 19:00:00,713.82,-578.91,-10.27,-85.8,-1376.46,1337.62
2017-01-24 20:00:00,690.99,-81.76,-475.06,-201.3,-1790.64,1857.77
2017-01-24 21:00:00,645.78,106.53,-414.09,-118.5,-2542.17,2322.45
2017-01-24 22:00:00,735.03,-466.25,-349.29,-461.6,-2216.08,2758.19
2017-01-24 23:00:00,1304.38,525.68,209.4,-749.2,-3571.8,2281.54
2017-01-25 00:00:00,1248.29,996.63,-482.73,-242.5,-3620.14,2100.45
2017-01-25 01:00:00,1191.85,1013.79,-639.77,-293.0,-3410.36,2137.49
2017-01-25 02:00:00,1184.56,1322.42,-340.73,-919.6,-3292.31,2045.66
2017-01-25 03:00:00,1224.04,1206.26,-315.86,-1126.0,-3085.53,2097.09
2017-01-25 04:00:00,1200.98,2598.93,-1546.33,-859.4,-3340.76,1946.58
2017-01-25 05:00:00,1048.61,3200.87,-1963.54,-1534.4,-2212.72,1461.18
2017-01-25 06:00:00,972.06,619.04,-1981.93,-646.4,-400.61,1437.84
2017-01-25 07:00:00,1037.88,34.42,-1640.29,-743.8,-271.54,1583.33
2017-01-25 08:00:00,1017.0,1112.9,-1774.03,-837.5,-697.69,1179.32
2017-01-25 09:00:00,970.55,1047.45,-1699.05,-507.3,-978.57,1166.92
2017-01-25 10:00:00,880.96,609.86,-1479.68,-171.3,-1213.62,1373.78
2017-01-25 11:00:00,856.59,1051.84,-1177.83,-88.8,-1349.21,707.41
2017-01-25 12:00:00,884.94,1648.06,-1782.57,-122.4,-1345.5,717.47
2017-01-25 13:00:00,924.16,2184.38,-2120.8,-280.9,-1388.47,681.63
2017-01-25 14:00:00,990.71,2381.58,-1672.86,-919.9,-1377.76,598.23
2017-01-25 15:00:00,1027.55,2069.66,-1528.38,-877.9,-1298.71,607.78
2017-01-25 16:00:00,1234.63,1161.35,-1088.83,-1189.2,-969.37,851.42
2017-01-25 17:00:00,1208.29,-50.89,-1577.36,-268.3,-518.74,1207.0
2017-01-25 18:00:00,1115.21,200.82,-1476.07,-217.3,-524.22,901.56
2017-01-25 19:00:00,931.83,1746.01,-1882.78,-64.1,-1838.66,1107.7
2017-01-25 20:00:00,894.87,2800.25,-2218.83,-184.6,-2864.72,1573.03
2017-01-25 21:00:00,881.96,3384.98,-1885.97,-515.7,-3915.49,2050.22
2017-01-25 22:00:00,917.46,3018.32,-1813.73,-589.5,-4037.35,2504.8
2017-01-25 23:00:00,916.59,3559.01,-1633.19,-532.1,-4425.12,2114.81
2017-01-26 00:00:00,866.12,3483.37,-2146.36,195.2,-4164.38,1766.05
2017-01-26 01:00:00,759.71,3844.31,-2409.1,188.3,-4198.43,1815.21
2017-01-26 02:00:00,612.34,4602.91,-2520.31,-488.1,-4098.18,1891.34
2017-01-26 03:00:00,575.76,4704.46,-2248.37,-824.8,-4172.54,1965.49
2017-01-26 04:00:00,592.59,4731.17,-2224.26,-321.9,-4559.74,1782.14
2017-01-26 05:00:00,592.91,5083.83,-1797.69,-384.0,-4731.97,1236.92
2017-01-26 06:00:00,425.96,4283.72,-1564.03,-203.4,-3598.35,656.1
2017-01-26 07:00:00,578.37,3452.36,-1533.57,135.4,-3520.21,887.65
2017-01-26 08:00:00,581.74,4072.47,-1726.95,105.6,-3738.13,705.27
2017-01-26 09:00:00,586.1,4640.99,-1530.26,121.0,-4292.19,474.36
2017-01-26 10:00:00,526.01,5331.54,-1888.17,111.8,-4722.65,641.47
2017-01-26 11:00:00,337.61,5117.76,-1551.14,121.1,-4889.09,863.76
2017-01-26 12:00:00,354.24,5290.18,-1820.96,116.4,-4773.8,833.94
2017-01-26 13:00:00,435.76,5815.05,-2324.28,-15.4,-4596.28,685.15
2017-01-26 14:00:00,441.83,6156.82,-2263.45,-322.3,-4566.69,553.79
2017-01-26 15:00:00,570.88,5896.99,-1525.66,-775.9,-4548.21,381.9
2017-01-26 16:00:00,484.73,4936.8,-1161.83,-570.1,-4131.23,441.63
2017-01-26 17:00:00,486.25,4295.09,-998.27,-374.3,-4000.21,591.44
2017-01-26 18:00:00,499.96,4671.28,-1209.87,136.1,-4503.33,405.86
2017-01-26 19:00:00,508.29,4631.62,-1427.06,118.0,-4291.49,460.64
2017-01-26 20:00:00,613.16,3823.37,-1949.93,115.9,-3847.5,1245.0
2017-01-26 21:00:00,593.18,3964.61,-2127.92,113.7,-3858.81,1315.24
2017-01-26 22:00:00,596.48,3075.81,-2162.24,103.7,-3239.08,1625.33
2017-01-26 23:00:00,589.17,4194.76,-1783.26,-1448.8,-3108.18,1556.31
2017-01-27 00:00:00,593.78,4766.68,-3048.28,-552.9,-3160.04,1400.76
2017-01-27 01:00:00,599.77,5285.44,-3223.86,-312.7,-3396.84,1048.19
2017-01-27 02:00:00,617.26,5741.07,-3011.39,-808.8,-3671.91,1133.77
2017-01-27 03:00:00,585.49,6034.88,-2814.14,-1187.3,-3767.29,1148.36
2017-01-27 04:00:00,595.56,5797.31,-2582.48,-972.4,-4077.06,1239.07
2017-01-27 05:00:00,578.43,5934.64,-2373.65,-877.8,-3811.44,549.82
2017-01-27 06:00:00,595.71,4948.69,-1436.04,-734.3,-3818.89,444.83
2017-01-27 07:00:00,567.59,5060.18,-1154.93,-959.1,-3974.92,461.18
2017-01-27 08:00:00,259.09,5632.92,-1243.96,-1131.4,-4088.08,571.43
2017-01-27 09:00:00,82.88,5823.84,-1620.92,-815.9,-4066.81,596.91
2017-01-27 10:00:00,181.82,5422.6,-2105.14,-367.1,-3854.26,722.08
2017-01-27 11:00:00,153.04,5764.53,-2453.12,101.7,-4009.6,443.45
2017-01-27 12:00:00,186.25,6291.39,-3173.78,97.5,-3846.31,444.95
2017-01-27 13:00:00,131.54,6703.44,-2761.67,-564.4,-3767.64,258.73
2017-01-27 14:00:00,243.04,6750.63,-2628.63,-816.2,-3835.9,287.06
2017-01-27 15:00:00,378.73,6326.15,-2066.92,-1559.7,-3535.58,457.32
2017-01-27 16:00:00,597.39,5070.92,-1091.34,-2400.1,-2877.03,700.16
2017-01-27 17:00:00,588.41,4573.13,-958.77,-2272.3,-2797.26,866.79
2017-01-27 18:00:00,579.04,4981.69,-1002.13,-1900.3,-3411.9,753.6
2017-01-27 19:00:00,591.25,5296.45,-1388.49,-1589.2,-3542.55,632.54
2017-01-27 20:00:00,589.05,5175.11,-2687.93,-963.1,-3338.87,1225.74
2017-01-27 21:00:00,292.21,5063.88,-2572.9,-1057.0,-3373.14,1646.95
2017-01-27 22:00:00,246.86,5090.87,-2840.62,-1430.5,-3163.06,2096.45
2017-01-27 23:00:00,585.96,5935.14,-3442.97,-1862.4,-3176.85,1961.12
2017-01-28 00:00:00,591.76,6332.25,-4075.2,-1847.0,-3075.67,2073.86
2017-01-28 01:00:00,594.33,6805.43,-3874.18,-1562.0,-3780.89,1817.31
2017-01-28 02:00:00,595.08,7421.13,-4238.73,-2544.1,-2858.54,1625.16
2017-01-28 03:00:00,592.47,7232.53,-4005.53,-2529.7,-2823.01,1533.24
2017-01-28 04:00:00,591.06,7576.36,-4080.22,-2582.4,-2958.08,1453.28
2017-01-28 05:00:00,596.52,8310.54,-4148.45,-2641.4,-3292.26,1175.05
2017-01-28 06:00:00,587.6,8418.92,-3881.54,-2734.7,-3405.47,1015.19
2017-01-28 07:00:00,590.66,8837.06,-3685.78,-2977.7,-3451.44,687.2
2017-01-28 08:00:00,587.93,8587.47,-3750.93,-2866.7,-3578.7,1020.93
2017-01-28 09:00:00,587.09,7903.87,-3449.26,-2516.6,-3501.0,975.9
2017-01-28 10:00:00,588.43,7882.74,-3717.95,-2071.5,-4019.14,1337.42
2017-01-28 11:00:00,588.76,7565.35,-4165.04,-1241.6,-3857.93,1110.46
2017-01-28 12:00:00,592.51,7501.99,-4454.25,-1122.7,-3664.6,1147.05
2017-01-28 13:00:00,589.08,8262.15,-4720.03,-1711.7,-3683.09,1263.59
2017-01-28 14:00:00,591.42,7968.85,-4391.56,-2071.8,-3391.93,1295.02
2017-01-28 15:00:00,587.87,6920.51,-4198.5,-1961.6,-2801.1,1452.82
2017-01-28 16:00:00,586.0,6173.51,-3788.96,-2528.7,-1966.23,1524.38
2017-01-28 17:00:00,589.69,5319.78,-2374.68,-2878.6,-2205.76,1549.57
2017-01-28 18:00:00,590.4,5153.31,-2183.26,-2542.5,-2855.22,1837.27
2017-01-28 19:00:00,591.97,5789.96,-2772.27,-2081.4,-2982.56,1454.3
2017-01-28 20:00:00,581.77,5815.01,-3595.54,-1631.5,-2760.51,1590.77
2017-01-28 21:00:00,589.83,5239.58,-4177.96,-532.4,-2933.33,1814.28
2017-01-28 22:00:00,596.06,4860.42,-4005.1,-269.4,-3336.26,2154.28
2017-01-28 23:00:00,582.31,5501.22,-4076.63,-791.7,-3309.31,2094.11
2017-01-29 00:00:00,531.63,5895.72,-3887.36,-555.4,-4148.84,2164.25
2017-01-29 01:00:00,521.66,6605.59,-4015.33,-585.4,-4475.39,1948.87
2017-01-29 02:00:00,536.57,8036.77,-3866.96,-1821.0,-4636.52,1751.14
2017-01-29 03:00:00,584.91,8513.38,-3809.61,-2640.7,-4344.38,1696.4
2017-01-29 04:00:00,596.35,8661.56,-3652.72,-2524.7,-4571.62,1491.13
2017-01-29 05:00:00,598.84,9158.56,-3502.07,-2736.1,-4524.32,1005.09
2017-01-29 06:00:00,603.33,8977.02,-3602.67,-2783.4,-4134.71,940.43
2017-01-29 07:00:00,596.69,8086.46,-3625.58,-1493.3,-4380.8,816.53
2017-01-29 08:00:00,587.51,8075.99,-3628.53,-1152.4,-4578.78,696.21
2017-01-29 09:00:00,583.11,7893.57,-3423.93,-778.7,-4673.24,399.19
2017-01-29 10:00:00,201.61,8196.05,-3472.48,-651.7,-4864.22,590.74
2017-01-29 11:00:00,-217.53,8445.29,-3581.75,-295.5,-4765.07,414.56
2017-01-29 12:00:00,171.3,7838.49,-3908.82,135.9,-4581.13,344.26
2017-01-29 13:00:00,280.41,8374.8,-3907.04,-735.7,-4503.13,490.66
2017-01-29 14:00:00,299.77,9093.54,-3681.0,-1658.4,-4382.71,328.8
2017-01-29 15:00:00,591.4,7551.61,-3597.5,-1442.6,-3985.57,882.66
2017-01-29 16:00:00,598.5,6934.09,-3586.28,-1926.2,-3231.45,1211.34
2017-01-29 17:00:00,592.44,6151.45,-3236.83,-2533.7,-2139.24,1165.88
2017-01-29 18:00:00,594.27,6152.77,-2806.3,-2380.8,-2805.03,1245.09
2017-01-29 19:00:00,593.18,6859.98,-3002.05,-1948.3,-3733.98,1231.17
2017-01-29 20:00:00,600.69,6608.68,-3291.14,-1724.2,-3482.6,1288.57
2017-01-29 21:00:00,622.79,5821.91,-3737.64,-1115.9,-3240.95,1649.79
2017-01-29 22:00:00,626.01,5237.94,-3888.08,-552.3,-3242.95,1819.38
2017-01-29 23:00:00,589.09,7784.94,-3514.03,-2164.7,-4018.94,1323.64
2017-01-30 00:00:00,590.84,8175.32,-3697.78,-1919.3,-4241.3,1092.22
2017-01-30 01:00:00,586.74,8653.85,-3725.82,-2476.2,-4147.27,1108.7
2017-01-30 02:00:00,593.07,8436.84,-3413.1,-2385.3,-4368.13,1136.62
2017-01-30 03:00:00,601.3,8551.38,-3242.4,-2228.7,-4698.43,1016.85
2017-01-30 04:00:00,577.54,8843.52,-3750.79,-2024.3,-4478.2,832.23
2017-01-30 05:00:00,494.68,8689.89,-3915.79,-1940.2,-4003.9,675.32
2017-01-30 06:00:00,505.61,8064.17,-2943.94,-2662.4,-3283.1,319.66
2017-01-30 07:00:00,492.56,7864.74,-2379.06,-3035.2,-3214.58,271.54
2017-01-30 08:00:00,542.7,7525.27,-2338.35,-2930.5,-3296.59,497.47
2017-01-30 09:00:00,597.34,7395.21,-3101.55,-2181.8,-3164.56,455.36
2017-01-30 10:00:00,593.86,7167.41,-3601.12,-1666.7,-3183.75,690.3
2017-01-30 11:00:00,589.04,6892.51,-3895.5,-719.8,-3439.43,573.18
2017-01-30 12:00:00,597.99,7398.54,-3957.23,-1247.9,-3311.77,520.37
2017-01-30 13:00:00,593.61,7896.64,-3837.77,-1769.6,-3411.17,528.29
2017-01-30 14:00:00,594.76,8360.91,-3681.69,-2056.7,-3613.11,395.83
2017-01-30 15:00:00,438.39,8714.55,-2777.58,-3016.3,-3712.5,353.44
2017-01-30 16:00:00,364.14,7553.12,-2439.47,-3218.0,-2776.68,516.89
2017-01-30 17:00:00,284.83,6926.6,-1621.9,-3089.7,-2769.05,269.22
2017-01-30 18:00:00,292.64,6719.25,-1458.61,-2940.4,-3001.73,388.85
2017-01-30 19:00:00,298.62,7877.1,-1586.33,-2983.9,-3762.08,156.59
2017-01-30 20:00:00,291.6,7047.58,-2669.48,-2167.0,-3148.74,646.04
2017-01-30 21:00:00,320.31,6725.92,-3280.94,-2208.3,-2953.18,1396.19
2017-01-30 22:00:00,287.45,5645.31,-2659.78,-1104.3,-3413.56,1244.88
2017-01-30 23:00:00,291.76,7051.59,-2547.28,-1262.2,-4506.35,972.48
2017-01-31 00:00:00,290.45,7268.18,-2592.3,-1112.9,-4401.83,548.4
2017-01-31 01:00:00,285.33,8110.17,-2544.24,-1715.8,-4559.66,424.2
2017-01-31 02:00:00,299.08,8470.42,-2677.01,-1985.6,-4432.18,325.29
2017-01-31 03:00:00,573.03,8262.39,-2496.28,-2084.3,-4368.99,114.15
2017-01-31 04:00:00,592.97,7930.87,-2775.28,-1686.7,-4355.48,293.62
2017-01-31 05:00:00,292.35,6781.3,-1536.17,-1980.4,-3521.6,-35.48
2017-01-31 06:00:00,592.41,5002.13,-582.02,-2148.1,-2683.37,-181.05
2017-01-31 07:00:00,598.76,5040.31,-340.08,-2493.2,-2593.44,-212.35
2017-01-31 08:00:00,591.13,5189.06,-72.41,-3097.1,-2410.9,-199.78
2017-01-31 09:00:00,592.81,5031.74,-110.87,-2687.2,-2417.24,-409.24
2017-01-31 10:00:00,595.61,4786.34,-250.71,-2410.1,-2402.12,-319.02
2017-01-31 11:00:00,591.0,3502.12,-780.19,-1080.7,-2204.11,-28.12
2017-01-31 12:00:00,671.52,3742.49,-986.99,-1318.6,-2153.26,44.84
2017-01-31 13:00:00,736.77,4644.29,-1030.21,-2236.5,-2159.54,45.19
2017-01-31 14:00:00,600.11,4963.23,-771.01,-2501.1,-2301.07,9.84
2017-01-31 15:00:00,594.71,4719.24,-163.82,-2846.0,-2381.32,77.19
2017-01-31 16:00:00,706.36,3957.2,128.69,-2729.9,-2254.53,192.18
2017-01-31 17:00:00,638.88,3795.45,-373.93,-2276.0,-1990.86,206.46
2017-01-31 18:00:00,599.51,3452.96,-403.73,-1903.7,-2156.91,411.87
2017-01-31 19:00:00,589.65,3452.07,-958.44,-1462.5,-2182.67,561.89
2017-01-31 20:00:00,592.88,5087.1,-1680.11,-2055.7,-2891.4,947.23
2017-01-31 21:00:00,595.62,5905.14,-2259.94,-1816.4,-3520.59,1096.17
2017-01-31 22:00:00,590.15,6165.33,-2518.73,-1846.7,-3665.7,1275.65
2017-01-31 23:00:00,586.33,6893.4,-2648.03,-2588.8,-3189.62,946.72
